airport_ID,airport_name,IATA,ICAO,country,city
1056,Toussus-le-Noble Airport,TNF,LFPN,France,Toussous-le-noble
1057,Paris-Orly Airport,ORY,LFPO,France,Paris
1058,Pontoise - Cormeilles-en-Vexin Airport,POX,LFPT,France,Pontoise
1059,Villacoublay-Vélizy (BA 107) Air Base,VIY,LFPV,France,Villacoublay
1060,Nevers-Fourchambault Airport,NVS,LFQG,France,Nevers
1061,Maubeuge-Élesmes Airport,XME,LFQJ,France,Maubeuge
1062,Lille-Lesquin Airport,LIL,LFQQ,France,Lille
1063,Merville-Calonne Airport,HZB,LFQT,France,Merville
1064,Charleville-Mézières Airport,XCZ,LFQV,France,Charleville
1065,Brest Bretagne Airport,BES,LFRB,France,Brest
1066,Cherbourg-Maupertus Airport,CER,LFRC,France,Cherbourg
1067,Dinard-Pleurtuit-Saint-Malo Airport,DNR,LFRD,France,Dinard
1068,La Baule-Escoublac Airport,LBY,LFRE,France,La Baule
1069,Granville Airport,GFR,LFRF,France,Granville
1070,Deauville-Saint-Gatien Airport,DOL,LFRG,France,Deauville
1071,Lorient South Brittany (Bretagne Sud) Airport,LRT,LFRH,France,Lorient
1072,La Roche-sur-Yon Airport,EDM,LFRI,France,La Roche-sur-yon
1073,Landivisiau Air Base,LDV,LFRJ,France,Landivisiau
1074,Caen-Carpiquet Airport,CFR,LFRK,France,Caen
1075,Le Mans-Arnage Airport,LME,LFRM,France,Le Mans
1076,Rennes-Saint-Jacques Airport,RNS,LFRN,France,Rennes
1077,Lannion-Côte de Granit Airport,LAI,LFRO,France,Lannion
1078,Quimper-Cornouaille Airport,UIP,LFRQ,France,Quimper
1079,Nantes Atlantique Airport,NTE,LFRS,France,Nantes
1080,Saint-Brieuc-Armor Airport,SBK,LFRT,France,St.-brieuc Armor
1081,Morlaix-Ploujean Airport,MXN,LFRU,France,Morlaix
1082,Vannes-Meucon Airport,VNE,LFRV,France,Vannes
1083,Saint-Nazaire-Montoir Airport,SNR,LFRZ,France,St.-nazaire
1084,EuroAirport Basel-Mulhouse-Freiburg Airport,BSL,LFSB,France,Mulhouse
1085,Dijon-Bourgogne Airport,DIJ,LFSD,France,Dijon
1086,Metz-Frescaty (BA 128) Air Base,MZM,LFSF,France,Metz
1087,Épinal-Mirecourt Airport,EPL,LFSG,France,Epinal
1088,Nancy-Essey Airport,ENC,LFSN,France,Nancy
1089,Reims-Champagne (BA 112) Air Base,RHE,LFSR,France,Reims
1090,Strasbourg Airport,SXB,LFST,France,Strasbourg
1091,Toulon-Hyères Airport,TLN,LFTH,France,Hyeres
1092,Nîmes-Arles-Camargue Airport,FNI,LFTW,France,Nimes
1093,Miquelon Airport,MQC,LFVM,Saint Pierre and Miquelon,Miquelon
1094,St Pierre Airport,FSP,LFVP,Saint Pierre and Miquelon,St.-pierre
1095,Andravida Air Base,PYR,LGAD,Greece,Andravida
1096,Agrinion Air Base,AGQ,LGAG,Greece,Agrinion
1097,Dimokritos Airport,AXD,LGAL,Greece,Alexandroupolis
1098,Nea Anchialos Airport,VOL,LGBL,Greece,Nea Anghialos
1099,Chios Island National Airport,JKH,LGHI,Greece,Chios
1100,Ioannina Airport,IOA,LGIO,Greece,Ioannina
1101,Heraklion International Nikos Kazantzakis Airport,HER,LGIR,Greece,Heraklion
1102,Kastoria National Airport,KSO,LGKA,Greece,Kastoria
1103,Kithira Airport,KIT,LGKC,Greece,Kithira
1104,Kefallinia Airport,EFL,LGKF,Greece,Keffallinia
1105,Kalamata Airport,KLX,LGKL,Greece,Kalamata
1106,Kos Airport,KGS,LGKO,Greece,Kos
1107,Karpathos Airport,AOK,LGKP,Greece,Karpathos
1108,Ioannis Kapodistrias International Airport,CFU,LGKR,Greece,Kerkyra/corfu
1109,Kasos Airport,KSJ,LGKS,Greece,Kasos
1110,Alexander the Great International Airport,KVA,LGKV,Greece,Kavala
1111,Filippos Airport,KZI,LGKZ,Greece,Kozani
1112,Leros Airport,LRS,LGLE,Greece,Leros
1113,Limnos Airport,LXS,LGLM,Greece,Limnos
1114,Larisa Airport,LRA,LGLR,Greece,Larissa
1115,Mikonos Airport,JMK,LGMK,Greece,Mykonos
1116,Mytilene International Airport,MJT,LGMT,Greece,Mytilini
1117,Aktion National Airport,PVK,LGPZ,Greece,Preveza
1118,Diagoras Airport,RHO,LGRP,Greece,Rhodos
1119,Araxos Airport,GPA,LGRX,Greece,Patras
1120,Chania International Airport,CHQ,LGSA,Greece,Chania
1121,Skiathos Island National Airport,JSI,LGSK,Greece,Skiathos
1122,Samos Airport,SMI,LGSM,Greece,Samos
1123,Sparti Airport,SPJ,LGSP,Greece,Sparti
1124,Santorini Airport,JTR,LGSR,Greece,Thira
1125,Sitia Airport,JSH,LGST,Greece,Sitia
1126,Skiros Airport,SKU,LGSY,Greece,Skiros
1127,Thessaloniki Macedonia International Airport,SKG,LGTS,Greece,Thessaloniki
1128,"Zakynthos International Airport ""Dionysios Solomos""",ZTH,LGZA,Greece,Zakynthos
1129,Budapest Liszt Ferenc International Airport,BUD,LHBP,Hungary,Budapest
1130,Debrecen International Airport,DEB,LHDC,Hungary,Debrecen
1131,Crotone Airport,CRV,LIBC,Italy,Crotone
1132,Bari Karol Wojtyła Airport,BRI,LIBD,Italy,Bari
1133,"Foggia ""Gino Lisa"" Airport",FOG,LIBF,Italy,Foggia
1134,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",TAR,LIBG,Italy,Grottaglie
1135,Lecce Galatina Air Base,LCC,LIBN,Italy,Lecce
1136,Pescara International Airport,PSR,LIBP,Italy,Pescara
1137,Brindisi – Salento Airport,BDS,LIBR,Italy,Brindisi
1138,Lamezia Terme Airport,SUF,LICA,Italy,Lamezia
1139,Catania-Fontanarossa Airport,CTA,LICC,Italy,Catania
1140,Lampedusa Airport,LMP,LICD,Italy,Lampedusa
1141,Pantelleria Airport,PNL,LICG,Italy,Pantelleria
1142,Falcone–Borsellino Airport,PMO,LICJ,Italy,Palermo
1143,Reggio Calabria Airport,REG,LICR,Italy,Reggio Calabria
1144,Vincenzo Florio Airport Trapani-Birgi,TPS,LICT,Italy,Trapani
1145,Sigonella Navy Air Base,NSY,LICZ,Italy,Sigonella
1146,Alghero-Fertilia Airport,AHO,LIEA,Italy,Alghero
1147,Decimomannu Air Base,DCI,LIED,Italy,Decimomannu
1148,Cagliari Elmas Airport,CAG,LIEE,Italy,Cagliari
1149,Olbia Costa Smeralda Airport,OLB,LIEO,Italy,Olbia
1150,Tortolì Airport,TTB,LIET,Italy,Tortoli
1151,Malpensa International Airport,MXP,LIMC,Italy,Milano
1152,Il Caravaggio International Airport,BGY,LIME,Italy,Bergamo
1153,Turin Airport,TRN,LIMF,Italy,Torino
1154,Villanova D'Albenga International Airport,ALL,LIMG,Italy,Albenga
1155,Genoa Cristoforo Colombo Airport,GOA,LIMJ,Italy,Genoa
1156,Milano Linate Airport,LIN,LIML,Italy,Milan
1157,Parma Airport,PMF,LIMP,Italy,Parma
1158,Cuneo International Airport,CUF,LIMZ,Italy,Cuneo
1159,Aviano Air Base,AVB,LIPA,Italy,Aviano
1160,Bolzano Airport,BZO,LIPB,Italy,Bolzano
1161,Bologna Guglielmo Marconi Airport,BLQ,LIPE,Italy,Bologna
1162,Treviso-Sant'Angelo Airport,TSF,LIPH,Italy,Treviso
1163,Forlì Airport,FRL,LIPK,Italy,Forli
1164,Brescia Airport,VBS,LIPO,Italy,Brescia
1165,Trieste–Friuli Venezia Giulia Airport,TRS,LIPQ,Italy,Ronchi De Legionari
1166,Federico Fellini International Airport,RMI,LIPR,Italy,Rimini
1167,Vicenza Airport,VIC,LIPT,Italy,Vicenza
1168,Padova Airport,QPA,LIPU,Italy,Padova
1169,Verona Villafranca Airport,VRN,LIPX,Italy,Villafranca
1170,Venice Marco Polo Airport,VCE,LIPZ,Italy,Venice
1171,Siena-Ampugnano Airport,SAY,LIQS,Italy,Siena
1172,Ciampino–G. B. Pastine International Airport,CIA,LIRA,Italy,Rome
1173,Leonardo da Vinci–Fiumicino Airport,FCO,LIRF,Italy,Rome
1174,Marina Di Campo Airport,EBA,LIRJ,Italy,Marina Di Campo
1175,Latina Air Base,QLT,LIRL,Italy,Latina
1176,Naples International Airport,NAP,LIRN,Italy,Naples
1177,Pisa International Airport,PSA,LIRP,Italy,Pisa
1178,Peretola Airport,FLR,LIRQ,Italy,Florence
1179,Grosseto Air Base,GRS,LIRS,Italy,Grosseto
1180,Perugia San Francesco d'Assisi – Umbria International Airport,PEG,LIRZ,Italy,Perugia
1181,Ljubljana Jože Pučnik Airport,LJU,LJLJ,Slovenia,Ljubljana
1182,Maribor Airport,MBX,LJMB,Slovenia,Maribor
1183,Portoroz Airport,POW,LJPZ,Slovenia,Portoroz
1184,Kunovice Airport,UHE,LKKU,Czech Republic,Kunovice
1185,Karlovy Vary International Airport,KLV,LKKV,Czech Republic,Karlovy Vary
1186,Ostrava Leos Janáček Airport,OSR,LKMT,Czech Republic,Ostrava
1187,Pardubice Airport,PED,LKPD,Czech Republic,Pardubice
1188,Přerov Air Base,PRV,LKPO,Czech Republic,Prerov
1189,Václav Havel Airport Prague,PRG,LKPR,Czech Republic,Prague
1190,Brno-Tuřany Airport,BRQ,LKTB,Czech Republic,Brno
1191,Vodochody Airport,VOD,LKVO,Czech Republic,Vodochody
1192,Ben Gurion International Airport,TLV,LLBG,Israel,Tel-aviv
1193,Beersheba (Teyman) Airport,BEV,LLBS,Israel,Beer-sheba
1194,Eilat Airport,ETH,LLET,Israel,Elat
1195,Ein Yahav Airfield,EIY,LLEY,Israel,Eyn-yahav
1196,Haifa International Airport,HFA,LLHA,Israel,Haifa
1197,Ben Ya'akov Airport,RPN,LLIB,Israel,Rosh Pina
1198,Bar Yehuda Airfield,MTZ,LLMZ,Israel,Metzada
1199,Nevatim Air Base,VTM,LLNV,Israel,Nevatim
1200,Ovda International Airport,VDA,LLOV,Israel,Ovda
1201,Ramon Air Base,MIP,LLRM,Israel,Ramon
1202,Sde Dov Airport,SDV,LLSD,Israel,Tel-aviv
1203,Malta International Airport,MLA,LMML,Malta,Malta
1204,Graz Airport,GRZ,LOWG,Austria,Graz
1205,Innsbruck Airport,INN,LOWI,Austria,Innsbruck
1206,Linz Hörsching Airport,LNZ,LOWL,Austria,Linz
1207,Salzburg Airport,SZG,LOWS,Austria,Salzburg
1208,Vienna International Airport,VIE,LOWW,Austria,Vienna
1209,Alverca Air Base,AVR,LPAR,Portugal,Alverca
1210,Santa Maria Airport,SMA,LPAZ,Portugal,Santa Maria (island)
1211,Bragança Airport,BGC,LPBG,Portugal,Braganca
1212,Beja Airport / Airbase,BYJ,LPBJ,Portugal,Beja (madeira)
1213,Braga Municipal Aerodrome,BGZ,LPBR,Portugal,Braga
1214,Cascais Airport,CAT,LPCS,Portugal,Cascais
1215,Flores Airport,FLW,LPFL,Portugal,Flores
1216,Faro Airport,FAO,LPFR,Portugal,Faro
1217,Graciosa Airport,GRW,LPGR,Portugal,Graciosa Island
1218,Horta Airport,HOR,LPHR,Portugal,Horta
1219,Lajes Airport,TER,LPLA,Portugal,Lajes (terceira Island)
1220,Monte Real Air Base,QLR,LPMR,Portugal,Monte Real
1221,João Paulo II Airport,PDL,LPPD,Portugal,Ponta Delgada
1222,Pico Airport,PIX,LPPI,Portugal,Pico
1223,Portimão Airport,PRM,LPPM,Portugal,Portimao
1224,Francisco de Sá Carneiro Airport,OPO,LPPR,Portugal,Porto
1225,Porto Santo Airport,PXO,LPPS,Portugal,Porto Santo
1226,Humberto Delgado Airport (Lisbon Portela Airport),LIS,LPPT,Portugal,Lisbon
1227,São Jorge Airport,SJZ,LPSJ,Portugal,Sao Jorge Island
1228,Vila Real Airport,VRL,LPVR,Portugal,Vila Real
1229,Aerodromo Goncalves Lobato (Viseu Airport),VSE,LPVZ,Portugal,Viseu
1230,Mostar International Airport,OMO,LQMO,Bosnia and Herzegovina,Mostar
1231,Sarajevo International Airport,SJJ,LQSA,Bosnia and Herzegovina,Sarajevo
1232,Arad International Airport,ARW,LRAR,Romania,Arad
1233,Bacău Airport,BCM,LRBC,Romania,Bacau
1234,Tautii Magheraus Airport,BAY,LRBM,Romania,Baia Mare
1235,Băneasa International Airport,BBU,LRBS,Romania,Bucharest
1236,Mihail Kogălniceanu International Airport,CND,LRCK,Romania,Constanta
1237,Cluj-Napoca International Airport,CLJ,LRCL,Romania,Cluj-napoca
1238,Caransebeş Airport,CSB,LRCS,Romania,Caransebes
1239,Craiova Airport,CRA,LRCV,Romania,Craiova
1240,Iaşi Airport,IAS,LRIA,Romania,Iasi
1241,Oradea International Airport,OMR,LROD,Romania,Oradea
1242,Henri Coandă International Airport,OTP,LROP,Romania,Bucharest
1243,Sibiu International Airport,SBZ,LRSB,Romania,Sibiu
1244,Satu Mare Airport,SUJ,LRSM,Romania,Satu Mare
1245,Suceava Stefan cel Mare Airport,SCV,LRSV,Romania,Suceava
1246,Tulcea Airport,TCE,LRTC,Romania,Tulcea
1247,Transilvania Târgu Mureş International Airport,TGM,LRTM,Romania,Tirgu Mures
1248,Timişoara Traian Vuia Airport,TSR,LRTR,Romania,Timisoara
1249,Geneva Cointrin International Airport,GVA,LSGG,Switzerland,Geneva
1250,Sion Airport,SIR,LSGS,Switzerland,Sion
1251,Emmen Air Base,EML,LSME,Switzerland,Emmen
1252,Lugano Airport,LUG,LSZA,Switzerland,Lugano
1253,Bern Belp Airport,BRN,LSZB,Switzerland,Bern
1254,Grenchen Airport,ZHI,LSZG,Switzerland,Grenchen
1255,Zürich Airport,ZRH,LSZH,Switzerland,Zurich
1256,St Gallen Altenrhein Airport,ACH,LSZR,Switzerland,Altenrhein
1257,Samedan Airport,SMV,LSZS,Switzerland,Samedan
1258,Esenboğa International Airport,ESB,LTAC,Turkey,Ankara
1259,Etimesgut Air Base,ANK,LTAD,Turkey,Ankara
1260,Adana Airport,ADA,LTAF,Turkey,Adana
1261,İncirlik Air Base,UAB,LTAG,Turkey,Adana
1262,Afyon Airport,AFY,LTAH,Turkey,Afyon
1263,Antalya International Airport,AYT,LTAI,Turkey,Antalya
1264,Gaziantep International Airport,GZT,LTAJ,Turkey,Gaziantep
1265,Konya Airport,KYA,LTAN,Turkey,Konya
1266,Amasya Merzifon Airport,MZH,LTAP,Turkey,Merzifon
1267,Sivas Nuri Demirağ Airport,VAS,LTAR,Turkey,Sivas
1268,Malatya Erhaç Airport,MLX,LTAT,Turkey,Malatya
1269,Kayseri Erkilet Airport,ASR,LTAU,Turkey,Kayseri
1270,Tokat Airport,TJK,LTAW,Turkey,Tokat
1271,Çardak Airport,DNZ,LTAY,Turkey,Denizli
1272,Atatürk International Airport,ISL,LTBA,Turkey,Istanbul
1273,Balıkesir Merkez Airport,BZI,LTBF,Turkey,Balikesir
1274,Bandırma Airport,BDM,LTBG,Turkey,Bandirma
1275,Eskişehir Air Base,ESK,LTBI,Turkey,Eskisehir
1276,Adnan Menderes International Airport,ADB,LTBJ,Turkey,Izmir
1277,Çiğli Airport,IGL,LTBL,Turkey,Izmir
1278,Cengiz Topel Airport,KCO,LTBQ,Turkey,Topel
1279,Dalaman International Airport,DLM,LTBS,Turkey,Dalaman
1280,Imsık Airport,BXN,LTBV,Turkey,Bodrum
1281,Elazığ Airport,EZS,LTCA,Turkey,Elazig
1282,Diyarbakir Airport,DIY,LTCC,Turkey,Diyabakir
1283,Erzincan Airport,ERC,LTCD,Turkey,Erzincan
1284,Erzurum International Airport,ERZ,LTCE,Turkey,Erzurum
1285,Trabzon International Airport,TZX,LTCG,Turkey,Trabzon
1286,Van Ferit Melen Airport,VAN,LTCI,Turkey,Van
1287,Batman Airport,BAL,LTCJ,Turkey,Batman
1288,Siirt Airport,SXZ,LTCL,Turkey,Siirt
1289,Bălți International Airport,BZY,LUBL,Moldova,Saltsy
1290,Chişinău International Airport,KIV,LUKK,Moldova,Chisinau
1291,Ohrid St. Paul the Apostle Airport,OHD,LWOH,Macedonia,Ohrid
1292,Skopje Alexander the Great Airport,SKP,LWSK,Macedonia,Skopje
1293,Gibraltar Airport,GIB,LXGB,Gibraltar,Gibraltar
1294,Belgrade Nikola Tesla Airport,BEG,LYBE,Serbia,Belgrade
1295,Nis Airport,INI,LYNI,Serbia,Nis
1296,Podgorica Airport,TGD,LYPG,Montenegro,Podgorica
1297,Priština International Airport,PRN,BKPR,Serbia,Pristina
1298,Tivat Airport,TIV,LYTV,Montenegro,Tivat
1299,M. R. Štefánik Airport,BTS,LZIB,Slovakia,Bratislava
1300,Košice Airport,KSC,LZKZ,Slovakia,Kosice
1301,Piešťany Airport,PZY,LZPP,Slovakia,Piestany
1302,Sliač Airport,SLD,LZSL,Slovakia,Sliac
1303,Poprad-Tatry Airport,TAT,LZTT,Slovakia,Poprad
1304,North Caicos Airport,NCA,MBNC,Turks and Caicos Islands,North Caicos
1305,Providenciales Airport,PLS,MBPV,Turks and Caicos Islands,Providenciales
1306,South Caicos Airport,XSC,MBSC,Turks and Caicos Islands,South Caicos
1307,Maria Montez International Airport,BRX,MDBH,Dominican Republic,Barahona
1308,Cabo Rojo Airport,CBJ,MDCR,Dominican Republic,Cabo Rojo
1309,Casa De Campo International Airport,LRM,MDLR,Dominican Republic,La Romana
1310,Punta Cana International Airport,PUJ,MDPC,Dominican Republic,Punta Cana
1311,Gregorio Luperon International Airport,POP,MDPP,Dominican Republic,Puerto Plata
1312,Las Américas International Airport,SDQ,MDSD,Dominican Republic,Santo Domingo
1313,Cibao International Airport,STI,MDST,Dominican Republic,Santiago
1314,Coban Airport,CBV,MGCB,Guatemala,Coban
1315,La Aurora Airport,GUA,MGGT,Guatemala,Guatemala City
1316,Retalhuleu Airport,RER,MGRT,Guatemala,Retalhuleu
1317,San José Airport,GSJ,MGSJ,Guatemala,San Jose
1318,Goloson International Airport,LCE,MHLC,Honduras,La Ceiba
1319,Ramón Villeda Morales International Airport,SAP,MHLM,Honduras,San Pedro Sula
1320,La Laguna Airport,GJA,MHNJ,Honduras,Guanaja
1321,Juan Manuel Galvez International Airport,RTB,MHRO,Honduras,Roatan
1322,Tela Airport,TEA,MHTE,Honduras,Tela
1323,Toncontín International Airport,TGU,MHTG,Honduras,Tegucigalpa
1324,Trujillo Airport,TJI,MHTJ,Honduras,Trujillo
1325,Boscobel Aerodrome,OCJ,MKBS,Jamaica,Ocho Rios
1326,Norman Manley International Airport,KIN,MKJP,Jamaica,Kingston
1327,Sangster International Airport,MBJ,MKJS,Jamaica,Montego Bay
1328,Ken Jones Airport,POT,MKKJ,Jamaica,Port Antonio
1329,Tinson Pen Airport,KTP,MKTP,Jamaica,Kingston
1330,General Juan N Alvarez International Airport,ACA,MMAA,Mexico,Acapulco
1331,Del Norte International Airport,NTR,MMAN,Mexico,Monterrey
1332,Jesús Terán Paredo International Airport,AGU,MMAS,Mexico,Aguascalientes
1333,Bahías de Huatulco International Airport,HUX,MMBT,Mexico,Huatulco
1334,General Mariano Matamoros Airport,CVJ,MMCB,Mexico,Cuernavaca
1335,Ciudad Acuña New International Airport,ACN,MMCC,Mexico,Ciudad Acuna
1336,Ciudad del Carmen International Airport,CME,MMCE,Mexico,Ciudad Del Carmen
1337,Nuevo Casas Grandes Airport,NCG,MMCG,Mexico,Nuevo Casas Grandes
1338,Bachigualato Federal International Airport,CUL,MMCL,Mexico,Culiacan
1339,Chetumal International Airport,CTM,MMCM,Mexico,Chetumal
1340,Ciudad Obregón International Airport,CEN,MMCN,Mexico,Ciudad Obregon
1341,Ingeniero Alberto Acuña Ongay International Airport,CPE,MMCP,Mexico,Campeche
1342,Abraham González International Airport,CJS,MMCS,Mexico,Ciudad Juarez
1343,General Roberto Fierro Villalobos International Airport,CUU,MMCU,Mexico,Chihuahua
1344,General Pedro Jose Mendez International Airport,CVM,MMCV,Mexico,Ciudad Victoria
1345,Cozumel International Airport,CZM,MMCZ,Mexico,Cozumel
1346,General Guadalupe Victoria International Airport,DGO,MMDO,Mexico,Durango
1347,Amado Nervo National Airport,TPQ,MMEP,Mexico,Tepic
1348,Ensenada International Airport,ESE,MMES,Mexico,Ensenada
1349,Don Miguel Hidalgo Y Costilla International Airport,GDL,MMGL,Mexico,Guadalajara
1350,General José María Yáñez International Airport,GYM,MMGM,Mexico,Guaymas
1351,Tehuacan Airport,TCN,MMHC,Mexico,Tehuacan
1352,General Ignacio P. Garcia International Airport,HMO,MMHO,Mexico,Hermosillo
1353,Licenciado Miguel de la Madrid Airport,CLQ,MMIA,Mexico,Colima
1354,Isla Mujeres Airport,ISJ,MMIM,Mexico,Isla Mujeres
1355,Plan De Guadalupe International Airport,SLW,MMIO,Mexico,Saltillo
1356,Ixtepec Airport,IZT,MMIT,Mexico,Iztepec
1357,Lázaro Cárdenas Airport,LZC,MMLC,Mexico,Lazard Cardenas
1358,Valle del Fuerte International Airport,LMM,MMLM,Mexico,Los Mochis
1359,Del Bajío International Airport,BJX,MMLO,Mexico,Del Bajio
1360,Manuel Márquez de León International Airport,LAP,MMLP,Mexico,La Paz
1361,Loreto International Airport,LTO,MMLT,Mexico,Loreto
1362,General Servando Canales International Airport,MAM,MMMA,Mexico,Matamoros
1363,Licenciado Manuel Crescencio Rejon Int Airport,MID,MMMD,Mexico,Merida
1364,General Rodolfo Sánchez Taboada International Airport,MXL,MMML,Mexico,Mexicali
1365,General Francisco J. Mujica International Airport,MLM,MMMM,Mexico,Morelia
1366,Minatitlán/Coatzacoalcos National Airport,MTT,MMMT,Mexico,Minatitlan
1367,Monclova International Airport,LOV,MMMV,Mexico,Monclova
1368,Licenciado Benito Juarez International Airport,MEX,MMMX,Mexico,Mexico City
1369,General Mariano Escobedo International Airport,MTY,MMMY,Mexico,Monterrey
1370,General Rafael Buelna International Airport,MZT,MMMZ,Mexico,Mazatlan
1371,Nogales International Airport,NOG,MMNG,Mexico,Nogales
1372,Quetzalcóatl International Airport,NLD,MMNL,Mexico,Nuevo Laredo
1373,Xoxocotlán International Airport,OAX,MMOX,Mexico,Oaxaca
1374,El Tajín National Airport,PAZ,MMPA,Mexico,Poza Rico
1375,Hermanos Serdán International Airport,PBC,MMPB,Mexico,Puebla
1376,Mar de Cortés International Airport,PPE,MMPE,Mexico,Punta Penasco
1377,Piedras Negras International Airport,PDS,MMPG,Mexico,Piedras Negras
1378,Licenciado y General Ignacio Lopez Rayon Airport,UPN,MMPN,Mexico,Uruapan
1379,Licenciado Gustavo Díaz Ordaz International Airport,PVR,MMPR,Mexico,Puerto Vallarta
1380,Puerto Escondido International Airport,PXM,MMPS,Mexico,Puerto Escondido
1381,Querétaro Intercontinental Airport,QRO,MMQT,Mexico,Queretaro
1382,General Lucio Blanco International Airport,REX,MMRX,Mexico,Reynosa
1383,Los Cabos International Airport,SJD,MMSD,Mexico,San Jose Del Cabo
1384,San Felipe International Airport,SFH,MMSF,Mexico,San Filipe
1385,Ponciano Arriaga International Airport,SLP,MMSP,Mexico,San Luis Potosi
1386,Francisco Sarabia International Airport,TRC,MMTC,Mexico,Torreon
1387,Angel Albino Corzo International Airport,TGZ,MMTG,Mexico,Tuxtla Gutierrez
1388,General Abelardo L. Rodríguez International Airport,TIJ,MMTJ,Mexico,Tijuana
1389,General Francisco Javier Mina International Airport,TAM,MMTM,Mexico,Tampico
1390,Tamuin Airport,TSL,MMTN,Mexico,Tamuin
1391,Licenciado Adolfo Lopez Mateos International Airport,TLC,MMTO,Mexico,Toluca
1392,Tapachula International Airport,TAP,MMTP,Mexico,Tapachula
1393,Cancún International Airport,CUN,MMUN,Mexico,Cancun
1394,Carlos Rovirosa Pérez International Airport,VSA,MMVA,Mexico,Villahermosa
1395,General Heriberto Jara International Airport,VER,MMVR,Mexico,Vera Cruz
1396,General Leobardo C. Ruiz International Airport,ZCL,MMZC,Mexico,Zacatecas
1397,Ixtapa Zihuatanejo International Airport,ZIH,MMZH,Mexico,Zihuatanejo
1398,Zamora Airport,ZMM,MMZM,Mexico,Zamora
1399,Playa De Oro International Airport,ZLO,MMZO,Mexico,Manzanillo
1400,Bluefields Airport,BEF,MNBL,Nicaragua,Bluefields
1401,Augusto C. Sandino (Managua) International Airport,MGA,MNMG,Nicaragua,Managua
1402,Puerto Cabezas Airport,PUZ,MNPC,Nicaragua,Puerto Cabezas
1403,Bocas Del Toro International Airport,BOC,MPBO,Panama,Bocas Del Toro
1404,Cap Manuel Niño International Airport,CHX,MPCH,Panama,Changuinola
1405,Enrique Malek International Airport,DAV,MPDA,Panama,David
1406,Panama Pacific International Airport,BLB,MPHO,Panama,Howard
1407,Marcos A. Gelabert International Airport,PAC,MPMG,Panama,Panama
1408,Ruben Cantu Airport,SYP,MPSA,Panama,Santiago
1409,Tocumen International Airport,PTY,MPTO,Panama,Panama City
1410,Buenos Aires Airport,BAI,MRBA,Costa Rica,Buenos Aires
1411,Coto 47 Airport,OTR,MRCC,Costa Rica,Coto 47
1412,Chacarita Airport,JAP,MRCH,Costa Rica,Chacarita
1413,Golfito Airport,GLF,MRGF,Costa Rica,Golfito
1414,Guapiles Airport,GPL,MRGP,Costa Rica,Guapiles
1415,Daniel Oduber Quiros International Airport,LIR,MRLB,Costa Rica,Liberia
1416,Los Chiles Airport,LSL,MRLC,Costa Rica,Los Chiles
1417,Limon International Airport,LIO,MRLM,Costa Rica,Limon
1418,Nosara Airport,NOB,MRNS,Costa Rica,Nosara Beach
1419,Juan Santamaria International Airport,SJO,MROC,Costa Rica,San Jose
1420,Palmar Sur Airport,PMZ,MRPM,Costa Rica,Palmar Sur
1421,Quepos Managua Airport,XQP,MRQP,Costa Rica,Quepos
1422,San Vito De Java Airport,TOO,MRSV,Costa Rica,San Vito De Jaba
1423,Monseñor Óscar Arnulfo Romero International Airport,SAL,MSLP,El Salvador,San Salvador
1424,Les Cayes Airport,CYA,MTCA,Haiti,Cayes
1425,Cap Haitien International Airport,CAP,MTCH,Haiti,Cap Haitien
1426,Jacmel Airport,JAK,MTJA,Haiti,Jacmel
1427,Toussaint Louverture International Airport,PAP,MTPP,Haiti,Port-au-prince
1428,Gustavo Rizo Airport,BCA,MUBA,Cuba,Baracoa Playa
1429,Carlos Manuel de Cespedes Airport,BYM,MUBY,Cuba,Bayamo
1430,Maximo Gomez Airport,AVI,MUCA,Cuba,Ciego De Avila
1431,Jardines Del Rey Airport,CCC,MUCC,Cuba,Cunagua
1432,Jaime Gonzalez Airport,CFG,MUCF,Cuba,Cienfuegos
1433,Vilo Acuña International Airport,CYO,MUCL,Cuba,Cayo Largo del Sur
1434,Ignacio Agramonte International Airport,CMW,MUCM,Cuba,Camaguey
1435,Antonio Maceo International Airport,SCU,MUCU,Cuba,Santiago De Cuba
1436,Leeward Point Field,NBW,MUGM,Cuba,Guantanamo
1437,Mariana Grajales Airport,GAO,MUGT,Cuba,Guantanamo
1438,José Martí International Airport,HAV,MUHA,Cuba,Havana
1439,Frank Pais International Airport,HOG,MUHG,Cuba,Holguin
1440,La Coloma Airport,LCL,MULM,Cuba,La Coloma
1441,Orestes Acosta Airport,MOA,MUMO,Cuba,Moa
1442,Sierra Maestra Airport,MZO,MUMZ,Cuba,Manzanillo
1443,Rafael Cabrera Airport,GER,MUNG,Cuba,Nueva Gerona
1444,Playa Baracoa Airport,UPB,MUPB,Cuba,Baracoa Playa
1445,Pinar Del Rio Airport,QPD,MUPR,Cuba,Pinar Del Rio Norte
1446,Abel Santamaria Airport,SNU,MUSC,Cuba,Santa Clara
1447,Siguanea Airport,SZJ,MUSN,Cuba,Siguanea
1448,Sancti Spiritus Airport,USS,MUSS,Cuba,Sancti Spiritus
1449,Juan Gualberto Gomez International Airport,VRA,MUVR,Cuba,Varadero
1450,Hermanos Ameijeiras Airport,VTU,MUVT,Cuba,Las Tunas
1451,Gerrard Smith International Airport,CYB,MWCB,Cayman Islands,Cayman Brac
